"record","time","date","Machine","SampleID","Remove","A","Ci","VPDleaf","Tair","Tleaf","CO2r","CO2s","H2Or","H2Os","RHs","flow","Qin","Patm","gsw"
"10","09:04:18","20220301","Derek","BNL20411","NO",1.53,325,1.35,26.08,25.99,402.08,400,19.476,20.064,59.76,500.4,401,101,37
"11","09:06:29","20220301","Derek","BNL20411","NO",1.63,323,1.34,26.22,25.97,401.82,399.61,19.458,20.067,59.26,500.4,300,101,38.6
"12","09:09:38","20220301","Derek","BNL20411","NO",1.39,334,1.34,26.38,25.96,402.16,400.24,19.444,20.058,58.7,500.2,200,101,38.9
"13","09:11:49","20220301","Derek","BNL20411","NO",1.14,344,1.34,26.39,25.92,401.36,399.74,19.419,20.031,58.59,500.4,119,101,38.9
"14","09:13:50","20220301","Derek","BNL20411","NO",0.834,356,1.33,26.39,25.89,401.14,399.9,19.421,20.015,58.53,500.4,80,101,37.9
"15","09:16:21","20220301","Derek","BNL20411","NO",0.315,378,1.32,26.38,25.85,400.88,400.26,19.423,20.005,58.52,500.4,50,101,37.3
"16","09:19:36","20220301","Derek","BNL20411","NO",0.169,384,1.35,26.62,25.98,400.65,400.2,19.443,20.046,57.84,500.4,30,101,38.1
"17","09:21:38","20220301","Derek","BNL20411","NO",-0.211,401,1.35,26.63,25.99,400.05,400.07,19.47,20.041,57.78,500.4,19,101,35.9
"18","09:24:59","20220301","Derek","BNL20411","NO",-0.418,411,1.35,26.64,26,400.05,400.33,19.529,20.084,57.87,500.4,11,101,35
"19","09:28:20","20220301","Derek","BNL20411","NO",-0.607,419,1.35,26.67,26.04,399.19,399.7,19.554,20.1,57.85,500.4,1,101,34.2
"1","08:37:51","20220301","Mariano","BNL20410","YES",2.69,313,1.49,22.35,26.01,403.36,399.74,17.684,18.658,69.58,500.1,1999,101.1,55.7
"2","08:39:52","20220301","Mariano","BNL20410","YES",2.61,314,1.49,22.35,26.04,403.67,400.15,17.709,18.669,69.62,500.1,1999,101.1,54.8
"3","08:41:53","20220301","Mariano","BNL20410","NO",2.64,312,1.49,22.35,26.03,403.53,399.97,17.732,18.681,69.68,500.1,1999,101.1,54.2
"4","08:43:54","20220301","Mariano","BNL20410","NO",2.4,320,1.45,22.91,25.85,403.32,400.06,17.757,18.692,67.42,500.1,1701,101.1,54.8
"5","08:45:55","20220301","Mariano","BNL20410","NO",2.42,317,1.47,23.55,25.92,403.33,400.06,17.784,18.693,64.84,500.1,1500,101.1,52.7
"6","08:48:32","20220301","Mariano","BNL20410","NO",2.41,314,1.5,23.82,26.06,403.48,400.23,17.808,18.696,63.83,500.1,1400,101.1,50.6
"7","08:51:37","20220301","Mariano","BNL20410","NO",2.57,306,1.47,24.02,25.95,403.28,399.86,17.842,18.685,63,500.1,1201,101.1,48.7
"8","08:53:38","20220301","Mariano","BNL20410","NO",2.25,318,1.46,24.61,25.88,402.84,399.79,17.844,18.698,60.86,500.1,1000,101.1,49.8
"9","08:55:39","20220301","Mariano","BNL20410","NO",2.14,320,1.47,25.1,25.92,402.96,400.05,17.849,18.692,59.09,500.1,801,101.1,48.9
"10","08:57:40","20220301","Mariano","BNL20410","NO",2.32,313,1.48,25.61,25.97,403.08,399.95,17.852,18.687,57.31,500.1,601,101.1,48.1
"11","08:59:41","20220301","Mariano","BNL20410","NO",2.13,318,1.48,26.03,25.97,402.67,399.78,17.846,18.666,55.86,500.1,400,101.1,47.2
"12","09:01:42","20220301","Mariano","BNL20410","NO",2.09,319,1.49,26.24,26.01,402.76,399.92,17.84,18.659,55.14,500.1,301,101.1,46.8
"13","09:03:43","20220301","Mariano","BNL20410","NO",1.8,328,1.49,26.41,26.01,402.44,399.95,17.834,18.644,54.54,500.1,201,101.1,46.2
"14","09:05:44","20220301","Mariano","BNL20410","NO",1.1,352,1.49,26.58,26.02,401.5,399.86,17.828,18.633,53.99,500.1,121,101.1,45.9
"15","09:07:45","20220301","Mariano","BNL20410","NO",0.762,363,1.5,26.6,26.02,401.06,399.83,17.821,18.607,53.84,500.1,81,101.1,44.6
"16","09:09:46","20220301","Mariano","BNL20410","NO",0.316,378,1.5,26.61,26,400.72,400.03,17.82,18.563,53.69,500.1,51,101.1,42.1
"17","09:11:47","20220301","Mariano","BNL20410","NO",0.0176,390,1.5,26.61,25.98,400.28,399.98,17.81,18.501,53.51,500.1,31,101.2,39.2
"18","09:13:48","20220301","Mariano","BNL20410","NO",-0.223,400,1.51,26.61,25.98,399.85,399.86,17.805,18.427,53.3,500.1,19,101.2,35
"19","09:15:49","20220301","Mariano","BNL20410","NO",-0.474,415,1.51,26.6,25.96,399.71,400.05,17.797,18.351,53.08,500.1,10,101.1,31
"20","09:17:50","20220301","Mariano","BNL20410","NO",-0.743,434,1.52,26.62,25.97,399.12,399.81,17.786,18.276,52.83,500.1,0,101.2,27.2
"21","09:21:11","20220301","Mariano","BNL20410","YES",2.25,245,1.77,23.18,27.19,402.84,399.93,17.782,18.302,64.94,500.1,1999,101.2,24.8
"1","07:44:15","20220302","Andy","BNL20427","YES",6.12,224,1.66,26.49,28.94,407,399.17,22.171,23.343,67.53,500.1,2000,100.5,59.9
"2","08:21:23","20220302","Andy","BNL20427","YES",8.57,249,1.47,26.43,29.21,410.96,399.98,24.126,25.815,75,500.1,1999,100.5,99
"3","08:24:44","20220302","Andy","BNL20427","YES",11.4,-87.1,1.44,22.79,28.69,412.53,398.62,24.338,24.989,90.27,500.1,3281,100.5,38.2
"4","08:28:05","20220302","Andy","BNL20427","NO",8.01,265,1.32,26.3,28.58,410.23,399.97,24.328,25.914,75.87,500.1,2000,100.6,104
"5","08:30:06","20220302","Andy","BNL20427","NO",7.92,258,1.37,27.1,28.8,410.05,399.9,24.366,25.913,72.39,500,1700,100.6,97.6
"6","08:32:07","20220302","Andy","BNL20427","NO",7.88,256,1.4,27.61,28.96,409.99,399.89,24.416,25.967,70.4,500.1,1501,100.6,95.6
"7","08:34:08","20220302","Andy","BNL20427","NO",7.97,253,1.41,27.69,29,409.99,399.79,24.46,26.002,70.17,500,1399,100.6,94.5
"8","08:36:09","20220302","Andy","BNL20427","NO",7.84,254,1.38,27.88,28.89,409.93,399.91,24.476,25.969,69.32,500.1,1200,100.6,93.2
"9","08:38:10","20220302","Andy","BNL20427","NO",7.61,259,1.37,28.46,28.84,409.79,400.04,24.475,25.972,67.03,500,1000,100.6,94.2
"10","08:40:11","20220302","Andy","BNL20427","NO",7.17,264,1.39,29.01,28.93,409.19,399.97,24.473,25.966,64.9,500,800,100.6,92.4
"11","08:42:12","20220302","Andy","BNL20427","NO",6.67,271,1.4,29.44,28.95,408.66,400.05,24.465,25.936,63.24,500,601,100.6,90.5
"12","08:44:13","20220302","Andy","BNL20427","NO",5.56,288,1.4,29.78,28.92,407.33,400.07,24.465,25.892,61.91,500,399,100.6,87.8
"13","08:46:14","20220302","Andy","BNL20427","NO",4.73,301,1.41,29.98,28.97,406.19,399.94,24.463,25.87,61.16,500,301,100.6,85.7
"14","08:48:15","20220302","Andy","BNL20427","NO",3.39,325,1.41,30.18,28.95,404.7,400.06,24.443,25.815,60.34,499.9,201,100.6,83.4
"15","08:50:16","20220302","Andy","BNL20427","NO",1.8,354,1.42,30.2,28.94,402.84,400.14,24.431,25.748,60.09,499.9,120,100.6,79.6
"16","08:52:17","20220302","Andy","BNL20427","NO",0.947,370,1.42,30.21,28.93,401.64,399.99,24.424,25.676,59.92,499.9,81,100.6,75.4
"17","08:54:18","20220302","Andy","BNL20427","NO",0.109,388,1.42,30.2,28.9,400.48,399.87,24.419,25.599,59.75,500,51,100.6,70.9
"18","08:56:19","20220302","Andy","BNL20427","NO",-0.634,406,1.43,30.2,28.89,399.75,400.06,24.402,25.511,59.55,500,31,100.6,66.3
"19","08:58:20","20220302","Andy","BNL20427","NO",-1.02,418,1.44,30.2,28.89,399.27,400.07,24.39,25.419,59.34,500,21,100.6,60.9
"20","09:00:21","20220302","Andy","BNL20427","NO",-1.34,430,1.45,30.21,28.92,398.75,399.97,24.396,25.342,59.12,500,11,100.6,55.3
"21","09:02:22","20220302","Andy","BNL20427","NO",-1.84,448,1.47,30.39,28.99,398.13,399.97,24.409,25.298,58.41,500.1,0,100.6,51.2
"1","11:30:01","20220302","Andy","BNL20433","YES",7.37,255,1.61,26.33,29.96,410.16,400.63,24.564,26.225,76.67,500,2000,100.6,88.6
"2","12:23:41","20220302","Andy","BNL20433","YES",9.56,248,1.69,26.88,30.23,412.46,400.09,23.93,26.101,73.85,500,2000,100.6,111
"3","12:27:03","20220302","Andy","BNL20433","YES",11,189,1.67,23.65,29.99,413.86,399.9,23.972,25.713,88.19,500,3244,100.6,89.5
"4","12:30:24","20220302","Andy","BNL20433","NO",9.07,263,1.58,27.21,29.66,412.06,400.3,23.743,25.873,71.81,500,2000,100.6,118
"5","12:32:25","20220302","Andy","BNL20433","NO",8.87,256,1.66,28.17,29.94,411.46,399.95,23.591,25.688,67.41,499.9,1700,100.6,109
"6","12:34:26","20220302","Andy","BNL20433","NO",8.8,251,1.68,28.32,29.94,411.3,399.91,23.459,25.49,66.32,500,1501,100.6,104
"7","12:36:27","20220302","Andy","BNL20433","NO",8.71,250,1.69,28.52,29.91,411.32,400.05,23.322,25.323,65.13,500,1401,100.6,102
"8","12:38:28","20220302","Andy","BNL20433","NO",8.49,250,1.69,29.04,29.83,411.04,400.04,23.204,25.156,62.76,500,1201,100.6,99.8
"9","12:40:29","20220302","Andy","BNL20433","NO",8,254,1.71,29.77,29.87,410.47,400.09,23.1,25.014,59.84,500,1001,100.6,96.3
"10","12:42:30","20220302","Andy","BNL20433","NO",7.64,255,1.74,30.17,29.92,409.98,400.04,23.022,24.899,58.21,500,800,100.6,93
"11","12:44:31","20220302","Andy","BNL20433","NO",6.95,262,1.76,30.67,29.95,409.02,399.94,22.937,24.761,56.24,500.1,601,100.6,89.2
"12","12:46:32","20220302","Andy","BNL20433","NO",5.85,276,1.77,30.99,29.94,407.71,399.97,22.891,24.632,54.93,500.1,400,100.6,84.4
"13","12:48:33","20220302","Andy","BNL20433","NO",4.84,290,1.79,31.18,29.97,406.5,400.01,22.847,24.515,54.1,500.1,301,100.6,79.9
"14","12:50:34","20220302","Andy","BNL20433","NO",3.47,313,1.81,31.37,30.03,404.78,399.97,22.844,24.418,53.31,500,200,100.6,74.2
"15","12:52:35","20220302","Andy","BNL20433","NO",1.88,344,1.83,31.53,30.04,402.96,400.1,22.793,24.263,52.48,500,119,100.6,68.4
"16","12:54:36","20220302","Andy","BNL20433","NO",0.922,364,1.85,31.54,30.05,401.84,400.18,22.764,24.098,52.08,500.1,80,100.6,61.3
"17","12:56:37","20220302","Andy","BNL20433","NO",0.0856,385,1.87,31.56,30.09,400.54,399.95,22.758,23.962,51.74,500.1,51,100.6,54.5
"18","12:58:38","20220302","Andy","BNL20433","NO",-0.519,405,1.89,31.55,30.08,399.72,399.9,22.726,23.79,51.39,500.1,31,100.6,47.6
"19","13:01:18","20220302","Andy","BNL20433","NO",-0.664,417,1.87,30.84,29.92,399.84,400.29,22.756,23.581,53.03,500.1,20,100.6,37.1
"20","13:03:19","20220302","Andy","BNL20433","NO",-1.29,451,1.87,31.21,29.87,398.89,400.14,22.75,23.473,51.69,500.1,11,100.6,32.5
"21","13:05:20","20220302","Andy","BNL20433","NO",-1.76,486,1.9,31.43,29.98,398.21,400.06,22.727,23.375,50.85,500.1,0,100.5,28.6
"1","07:41:17","20220302","Mariano","BNL20426","YES",9.56,250,1.57,26.4,28.95,411.67,399.35,22.189,24.23,70.62,499.4,1999,100.7,112
"2","08:00:53","20220302","Mariano","BNL20426","YES",9.8,251,1.53,26.41,29.23,412.62,400.01,23.184,25.223,73.49,499.5,2000,100.7,115
"3","08:02:54","20220302","Mariano","BNL20426","YES",9.75,254,1.48,26.2,29.02,412.56,400.02,23.269,25.273,74.56,499.4,1999,100.7,117
"4","08:04:55","20220302","Mariano","BNL20426","NO",9.7,253,1.47,26.17,28.98,412.23,399.77,23.314,25.281,74.7,499.4,1999,100.7,116
"5","08:06:56","20220302","Mariano","BNL20426","NO",9.32,259,1.43,26.84,28.84,411.93,399.95,23.387,25.304,71.9,499.5,1701,100.7,116
"6","08:08:57","20220302","Mariano","BNL20426","NO",9.17,254,1.46,27.41,28.95,411.57,399.79,23.439,25.298,69.5,499.3,1501,100.7,110
"7","08:10:58","20220302","Mariano","BNL20426","NO",9.17,251,1.46,27.47,28.94,411.75,399.98,23.483,25.295,69.25,499.4,1400,100.7,107
"8","08:12:59","20220302","Mariano","BNL20426","NO",8.87,252,1.45,27.91,28.9,411.31,399.94,23.522,25.275,67.44,499.5,1200,100.7,104
"9","08:15:00","20220302","Mariano","BNL20426","NO",8.76,250,1.47,28.55,28.99,410.99,399.77,23.548,25.277,64.99,500.2,1000,100.8,101
"10","08:17:01","20220302","Mariano","BNL20426","NO",8.32,250,1.47,28.77,28.94,410.61,399.96,23.589,25.228,64.05,500.2,801,100.7,96.3
"11","08:19:02","20220302","Mariano","BNL20426","NO",7.91,253,1.48,29.28,28.98,410.31,400.17,23.622,25.222,62.15,500.2,600,100.7,93.3
"12","08:21:03","20220302","Mariano","BNL20426","NO",6.95,263,1.48,29.6,28.97,408.8,399.84,23.657,25.177,60.93,500.2,401,100.7,88.4
"13","08:23:04","20220302","Mariano","BNL20426","NO",6.18,272,1.5,29.82,29.03,408.18,400.17,23.68,25.15,60.1,500.2,301,100.7,84.4
"14","08:25:05","20220302","Mariano","BNL20426","NO",4.85,292,1.5,29.98,29.01,406.4,400.01,23.708,25.1,59.44,500.3,201,100.8,79.7
"15","08:27:27","20220302","Mariano","BNL20426","NO",3.27,318,1.5,30,28.99,404.29,399.84,23.735,25.018,59.18,500.1,121,100.8,73.2
"16","08:29:28","20220302","Mariano","BNL20426","NO",2.29,336,1.5,29.99,28.95,403.3,400.07,23.766,24.95,59.05,499.9,81,100.8,67.6
"17","08:31:29","20220302","Mariano","BNL20426","NO",1.18,359,1.5,29.99,28.93,401.78,399.91,23.784,24.873,58.86,500.1,51,100.8,61.9
"18","08:33:30","20220302","Mariano","BNL20426","NO",0.579,373,1.5,29.98,28.89,400.97,399.87,23.771,24.752,58.61,500,31,100.8,55.5
"19","08:35:31","20220302","Mariano","BNL20426","NO",-0.0805,393,1.51,29.98,28.89,400.21,399.94,23.761,24.638,58.36,500,19,100.8,49.2
"20","08:37:33","20220302","Mariano","BNL20426","NO",-0.528,410,1.52,29.97,28.87,399.69,400.01,23.748,24.515,58.09,500,10,100.8,42.7
"21","08:39:34","20220302","Mariano","BNL20426","NO",-0.823,424,1.55,30.2,28.97,399.1,399.8,23.712,24.413,57.1,500,0,100.8,38.1
"1","11:27:05","20220302","Mariano","BNL20430","YES",9.75,288,1.44,27.66,30.1,412.67,399.92,25.661,28.238,76.49,500.3,2000,100.8,158
"2","11:34:54","20220302","Mariano","BNL20430","YES",9.66,287,1.49,27.51,30.21,412.59,399.92,25.338,27.966,76.46,500.3,2000,100.8,155
"3","11:36:55","20220302","Mariano","BNL20430","YES",9.61,293,1.43,27.35,29.91,412.8,400.2,25.256,27.884,76.96,500.3,2000,100.8,163
"4","11:38:56","20220302","Mariano","BNL20430","NO",9.54,294,1.42,27.41,29.83,412.47,399.95,25.18,27.813,76.5,500.3,2000,100.8,164
"5","11:40:57","20220302","Mariano","BNL20430","NO",9.11,295,1.43,28.2,29.84,412.08,400.1,25.088,27.654,72.61,500.3,1701,100.8,158
"6","11:42:58","20220302","Mariano","BNL20430","NO",8.92,291,1.48,28.66,29.95,411.98,400.26,24.998,27.48,70.23,500.3,1501,100.8,147
"7","11:44:59","20220302","Mariano","BNL20430","NO",8.99,287,1.5,28.73,30,411.93,400.15,24.924,27.376,69.7,500.3,1400,100.8,143
"8","11:47:00","20220302","Mariano","BNL20430","NO",8.89,284,1.49,28.88,29.91,411.91,400.28,24.896,27.238,68.73,500.3,1201,100.8,137
"9","11:49:01","20220302","Mariano","BNL20430","NO",8.51,285,1.5,29.31,29.91,411.22,400.09,24.883,27.157,66.84,500.3,1000,100.8,132
"10","11:51:02","20220302","Mariano","BNL20430","NO",8.09,284,1.52,29.7,29.95,410.35,399.74,24.864,27.06,65.11,500.3,800,100.8,126
"11","11:53:03","20220302","Mariano","BNL20430","NO",7.48,287,1.52,29.98,29.91,410.12,400.29,24.861,26.939,63.82,500.5,601,100.8,119
"12","11:55:04","20220302","Mariano","BNL20430","NO",6.66,293,1.53,30.4,29.89,408.97,400.16,24.823,26.807,61.98,500.4,400,100.8,112
"13","11:57:05","20220302","Mariano","BNL20430","NO",6.11,297,1.56,30.62,29.97,408.22,400.11,24.797,26.731,61.04,500.5,301,100.8,107
"14","11:59:06","20220302","Mariano","BNL20430","NO",4.86,313,1.57,30.66,29.98,406.95,400.36,24.819,26.673,60.75,500.3,200,100.8,102
"15","12:01:17","20220302","Mariano","BNL20430","NO",3.06,338,1.58,30.69,29.99,404.43,400.04,24.876,26.633,60.55,500.3,121,100.8,96.1
"16","12:03:18","20220302","Mariano","BNL20430","NO",2.12,352,1.58,30.68,29.97,403.46,400.25,24.901,26.546,60.39,500.3,80,100.8,89.6
"17","12:05:19","20220302","Mariano","BNL20430","NO",1.06,369,1.58,30.67,29.93,402.01,400.11,24.909,26.432,60.17,500.4,50,100.8,82.7
"18","12:07:20","20220302","Mariano","BNL20430","NO",0.372,382,1.59,30.67,29.92,401.15,400.12,24.885,26.291,59.84,500.4,30,100.8,75.6
"19","12:09:21","20220302","Mariano","BNL20430","NO",-0.151,393,1.61,30.65,29.9,400.4,400.05,24.807,26.096,59.45,500.5,19,100.8,68.5
"20","12:11:23","20220302","Mariano","BNL20430","NO",-0.417,400,1.62,30.64,29.88,399.78,399.81,24.732,25.884,59.01,500.5,10,100.8,60.4
"21","12:13:25","20220302","Mariano","BNL20430","NO",-0.854,415,1.65,30.76,29.93,399.44,400.03,24.686,25.736,58.27,500.4,0,100.8,54
"22","12:16:46","20220302","Mariano","BNL20430","YES",5.98,223,1.75,27.12,30.37,407.47,399.8,24.644,25.84,72.19,500.4,1999,100.8,58.1
"1","08:15:10","20220303","Bernie","BNL20439","YES",16.6,259,1.69,28.21,30.03,420.83,399.28,21.519,25.593,67,499.8,2002,100.6,217
"2","08:18:22","20220303","Bernie","BNL20439","YES",17,255,1.53,26.11,29.22,421.92,400.09,21.664,25.279,74.85,499.8,1999,100.6,213
"3","08:20:23","20220303","Bernie","BNL20439","YES",16.7,260,1.47,25.98,28.93,421.64,400.16,21.694,25.213,75.24,499.8,1999,100.6,216
"4","08:22:24","20220303","Bernie","BNL20439","NO",16.7,261,1.44,26.03,28.83,421.47,400.03,21.736,25.222,75.08,499.8,2000,100.6,218
"5","08:24:46","20220303","Bernie","BNL20439","NO",16,264,1.44,27.14,28.79,420.78,400.14,21.746,25.172,70.16,499.8,1701,100.6,214
"6","08:26:47","20220303","Bernie","BNL20439","NO",15.6,265,1.46,27.95,28.88,420.04,399.95,21.762,25.162,66.92,499.8,1501,100.6,209
"7","08:28:48","20220303","Bernie","BNL20439","NO",15.3,263,1.48,28.14,28.93,419.73,400.02,21.798,25.136,66.08,499.8,1400,100.6,203
"8","08:30:49","20220303","Bernie","BNL20439","NO",14.7,264,1.48,28.71,28.89,418.93,400.02,21.814,25.035,63.68,499.8,1199,100.6,195
"9","08:32:50","20220303","Bernie","BNL20439","NO",13.8,266,1.49,29.3,28.87,417.98,400.11,21.828,24.922,61.29,499.8,1000,100.6,186
"10","08:34:51","20220303","Bernie","BNL20439","NO",12.6,269,1.51,29.98,28.93,416.6,400.23,21.843,24.802,58.64,499.8,801,100.6,174
"11","08:36:52","20220303","Bernie","BNL20439","NO",11,275,1.52,30.35,28.87,414.42,400.05,21.856,24.591,56.91,499.8,601,100.6,159
"12","08:38:53","20220303","Bernie","BNL20439","NO",8.49,291,1.54,30.97,28.87,411.23,400.02,21.879,24.371,54.46,499.8,400,100.6,142
"13","08:40:54","20220303","Bernie","BNL20439","NO",6.45,303,1.58,31.22,28.94,408.75,400.1,21.926,24.139,53.17,499.8,299,100.6,122
"14","08:42:55","20220303","Bernie","BNL20439","NO",4.32,320,1.62,31.35,28.98,405.96,400,21.962,23.855,52.14,499.8,200,100.6,101
"15","08:44:56","20220303","Bernie","BNL20439","NO",2.18,347,1.64,31.39,28.98,403.24,399.98,22.013,23.595,51.47,499.8,120,100.6,82.6
"16","08:46:57","20220303","Bernie","BNL20439","NO",0.928,367,1.66,31.4,28.97,401.73,400.07,22.071,23.398,51.02,499.8,79,100.6,68.2
"17","08:48:58","20220303","Bernie","BNL20439","NO",-0.197,395,1.68,31.42,29.02,400.33,400.1,22.134,23.267,50.68,499.8,49,100.6,57.1
"18","08:50:59","20220303","Bernie","BNL20439","NO",-0.874,418,1.7,31.43,29.06,399.29,399.94,22.188,23.165,50.42,499.8,29,100.6,48.6
"19","08:53:00","20220303","Bernie","BNL20439","NO",-1.3,438,1.72,31.44,29.09,398.86,400.07,22.245,23.106,50.28,499.8,19,100.6,42.4
"20","08:55:01","20220303","Bernie","BNL20439","NO",-1.78,464,1.73,31.44,29.11,398.4,400.22,22.299,23.074,50.2,499.8,9,100.6,37.9
"21","08:57:06","20220303","Bernie","BNL20439","NO",-2.36,501,1.73,31.09,29.12,397.66,400.21,22.362,23.055,51.16,499.8,-2,100.6,33.8
"22","09:00:27","20220303","Bernie","BNL20439","YES",3.02,201,2.01,26.05,30.39,403.67,399.8,22.652,23.273,69.16,499.8,1999,100.6,25.8
"1","11:19:04","20220303","Bernie","BNL20445","YES",14.2,307,1.58,26.58,29.01,419.51,400.35,19.187,24.27,69.95,499.8,1999,100.6,299
"2","11:28:17","20220303","Bernie","BNL20445","YES",14.3,311,1.58,26.18,29.21,419.31,399.99,19.463,24.77,73.1,499.8,2000,100.7,314
"3","11:30:18","20220303","Bernie","BNL20445","YES",14.2,312,1.53,25.79,28.97,419.31,400.13,19.538,24.718,74.64,499.8,2000,100.6,317
"4","11:32:19","20220303","Bernie","BNL20445","NO",14,314,1.5,25.73,28.88,419.02,400.11,19.613,24.735,74.97,499.8,1999,100.7,318
"5","11:34:57","20220303","Bernie","BNL20445","NO",13.4,316,1.48,26.77,28.75,418.22,400.08,19.685,24.662,70.31,499.8,1701,100.6,314
"6","11:36:58","20220303","Bernie","BNL20445","NO",13,316,1.51,27.59,28.86,417.68,400.05,19.747,24.649,66.96,499.8,1501,100.6,302
"7","11:38:59","20220303","Bernie","BNL20445","NO",12.8,315,1.53,27.98,28.97,417.44,400.03,19.832,24.692,65.57,499.8,1400,100.6,295
"8","11:41:00","20220303","Bernie","BNL20445","NO",12.3,316,1.52,28.48,28.89,416.77,400.1,19.904,24.592,63.43,499.8,1201,100.6,285
"9","11:43:01","20220303","Bernie","BNL20445","NO",11.8,317,1.5,29.15,28.77,415.96,399.92,19.958,24.493,60.75,499.8,1000,100.6,278
"10","11:45:02","20220303","Bernie","BNL20445","NO",11.1,317,1.55,29.94,28.93,415.07,399.96,19.974,24.399,57.84,499.9,800,100.6,262
"11","11:47:03","20220303","Bernie","BNL20445","NO",10.1,320,1.56,30.3,28.86,413.78,399.96,20.008,24.193,56.15,499.8,601,100.6,245
"12","11:49:04","20220303","Bernie","BNL20445","NO",8.22,328,1.57,31,28.83,411.54,400.06,20.011,23.951,53.42,499.8,400,100.6,227
"13","11:51:05","20220303","Bernie","BNL20445","NO",6.74,335,1.61,31.34,28.92,409.73,400.11,20.031,23.75,51.94,499.8,300,100.6,207
"14","11:53:06","20220303","Bernie","BNL20445","NO",4.73,347,1.64,31.49,28.91,407.04,399.96,20.052,23.471,50.91,499.8,200,100.6,186
"15","11:55:07","20220303","Bernie","BNL20445","NO",2.68,362,1.67,31.67,28.93,404.57,400.06,20.054,23.196,49.78,499.8,120,100.6,166
"16","11:57:08","20220303","Bernie","BNL20445","NO",1.45,373,1.71,31.72,28.98,402.9,399.98,20.07,22.948,49.13,499.8,79,100.6,148
"17","11:59:09","20220303","Bernie","BNL20445","NO",0.413,384,1.74,31.73,29,401.66,400.08,20.088,22.718,48.61,499.8,49,100.6,132
"18","12:01:10","20220303","Bernie","BNL20445","NO",-0.262,392,1.77,31.74,29.06,400.83,400.15,20.097,22.539,48.17,499.8,31,100.6,120
"19","12:03:11","20220303","Bernie","BNL20445","NO",-0.769,400,1.78,31.73,29.02,399.94,399.93,20.101,22.372,47.84,499.8,19,100.6,111
"20","12:05:12","20220303","Bernie","BNL20445","NO",-1.15,407,1.79,31.72,29.01,399.64,400.15,20.119,22.252,47.62,499.9,9,100.6,103
"21","12:07:13","20220303","Bernie","BNL20445","NO",-1.93,420,1.8,31.74,29.05,398.47,399.95,20.13,22.19,47.42,499.8,-2,100.6,98.6
"22","12:10:36","20220303","Bernie","BNL20445","YES",7.15,276,2.08,26.62,30.48,409.3,399.67,20.296,22.844,65.59,499.8,1999,100.6,106
"1","08:17:37","20220303","Derek","BNL20438","YES",18.5,260,1.24,28.18,29.04,423.61,400.03,24.417,27.704,72.87,499.6,2001,100.6,241
"2","08:21:54","20220303","Derek","BNL20438","YES",18.4,242,1.27,27.21,29.05,423.16,399.83,24.528,27.473,76.28,499.6,1999,100.6,209
"3","08:25:15","20220303","Derek","BNL20438","YES",18.4,244,1.23,27.16,28.86,423.36,400.13,24.598,27.468,76.48,499.6,1999,100.6,211
"4","08:27:29","20220303","Derek","BNL20438","NO",18.1,245,1.22,27.17,28.86,423.13,400.24,24.66,27.49,76.5,499.6,1999,100.6,208
"5","08:29:55","20220303","Derek","BNL20438","NO",17.2,245,1.24,27.9,28.88,421.93,400.17,24.704,27.418,73.13,499.6,1701,100.6,197
"6","08:32:39","20220303","Derek","BNL20438","NO",16.5,242,1.27,28.38,29.03,420.68,399.8,24.767,27.402,71.05,499.6,1500,100.6,185
