VNR (experiment no),ART (Species code),Species,BLT ,Julian Day,Date,Stand,SampleID,Predawn water potential bar ,"Instantaneous water potential, psi bar ",Patm,Tleaf,rFmBl % ,rFoBl % ,CO2r,Bta Grad C ,LtoB Grad C ,ALVPD,CO2s,TrOf mmol m-2 s-1 ,gsw,Bti Grad C ,Ci,Qin,A
286,101,Quercus faginea,1,203,22/07/1983 09:00,Arrabida,286_101_1_Arrabida,-14,-29.5,1040,27.1,62.1,59.6,350, ,25,14.279,335,1.5304,107.2,27.6,224,1150,7.0276
286,101,Quercus faginea,1,203,22/07/1983 17:17,Arrabida,286_101_1_Arrabida,-14,-32,1040,30.7,47.4,45.3,350, ,27.6,27.527,335,2.475,89.9,32.6,205,1365,6.6502
286,101,Quercus faginea,1,203,22/07/1983 10:01,Arrabida,286_101_1_Arrabida,-14,-29.7,1040,29.4,52.9,47.2,350, ,27.3,21.414,334,2.116,98.8,30.5,200,1680,7.6672
286,101,Quercus faginea,1,203,22/07/1983 14:30,Arrabida,286_101_1_Arrabida,-14,-37.5,1040,32.5,45.9,39.6,350, ,31.1,32.614,338,2.2883,70.2,34.9,206,1730,5.1875
286,101,Quercus faginea,1,203,22/07/1983 13:00,Arrabida,286_101_1_Arrabida,-14,-35.7,1040,34.7,44.1,37.4,350, ,31.2,36.063,336,3.53,97.9,36.6,226,1800,5.745
286,101,Quercus faginea,1,203,22/07/1983 13:01,Arrabida,286_101_1_Arrabida,-14,-35.7,1040,35.2,43.2,37.4,350, ,31.2,37.55,337,3.6135,96.2,37.1,230,1980,5.4083
286,101,Quercus faginea,1,203,22/07/1983 11:31,Arrabida,286_101_1_Arrabida,-14,-31.7,1040,32,46.7,43.9,350, ,28.1,29.622,337,2.5602,86.4,33.8,218,2000,5.7296
287,102,Quercus ilex subsp. ballota,1,203,22/07/1983 19:59,Arrabida,287_102_1_Arrabida,-10, ,1040,19.2,64.5,58.2,350, ,20.9,7.827,351,0.0259,3.3,19.3,617,5,-0.5634
287,102,Quercus ilex subsp. ballota,1,203,22/07/1983 06:28,Arrabida,287_102_1_Arrabida,-10,-10.7,1040,16.6,86.8,84.9,350, ,16.7,2.782,348,0.1979,71.1,16.9,331,61,0.6898
287,102,Quercus ilex subsp. ballota,1,203,22/07/1983 19:03,Arrabida,287_102_1_Arrabida,-10, ,1040,21.6,57.7,58.2,350, ,20.9,11.251,349,0.1429,12.7,22,312,117,0.249
287,102,Quercus ilex subsp. ballota,1,203,22/07/1983 18:10,Arrabida,287_102_1_Arrabida,-10,-19,1040,23.8,55,51.1,350, ,23.8,13.798,345,0.4941,35.8,24.3,241,345,2.1827
287,102,Quercus ilex subsp. ballota,1,203,22/07/1983 08:50,Arrabida,287_102_1_Arrabida,-10,-23.4,1040,24.3,73.3,59.6,350, ,25,8.258,338,1.2828,155.3,24.5,283,440,4.9283
287,102,Quercus ilex subsp. ballota,1,203,22/07/1983 12:42,Arrabida,287_102_1_Arrabida,-10,-33.1,1040,33.5,45.5,37.4,350, ,31.2,30.359,339,2.579,85,34.5,251,1318,3.9132
287,102,Quercus ilex subsp. ballota,1,203,22/07/1983 09:51,Arrabida,287_102_1_Arrabida,-10,-23.8,1040,25.8,64.8,47.2,350, ,27.3,12.757,333,2.0685,162.1,26.5,253,1390,7.4849
287,102,Quercus ilex subsp. ballota,1,203,22/07/1983 11:07,Arrabida,287_102_1_Arrabida,-10,-24.3,1040,29.3,59.6,43.9,350, ,28.1,21.625,331,2.9742,137.5,31.6,233,1820,7.6237
287,102,Quercus ilex subsp. ballota,1,203,22/07/1983 14:01,Arrabida,287_102_1_Arrabida,-10,-34.6,1040,30.8,43.9,39.6,350, ,31.1,30.291,343,1.4337,47.3,33.1,230,1878,2.9292
287,102,Quercus ilex subsp. ballota,1,203,22/07/1983 13:52,Arrabida,287_102_1_Arrabida,-10,-34.5,1040,31,45.2,39.6,350, ,31.1,30.339,338,2.0348,67.1,33.4,212,1909,4.7295
292,82,Quercus coccifera,2,203,22/07/1983 19:53,Arrabida,292_82_2_Arrabida,-8, ,1040,19.2,64.1,58.2,350, ,20.9,8.187,350,0.0213,2.6,19.5,522,9,-0.2873
292,82,Quercus coccifera,2,203,22/07/1983 18:54,Arrabida,292_82_2_Arrabida,-8,-19,1040,22.6,55.9,58.2,350, ,20.9,12.268,348,0.502,40.9,22.9,297,200,1.1499
292,82,Quercus coccifera,2,203,22/07/1983 18:07,Arrabida,292_82_2_Arrabida,-8,-24.2,1040,24.3,53.9,51.1,350, ,23.8,14.178,345,0.7099,50.1,24.6,235,400,3.2351
292,82,Quercus coccifera,2,203,22/07/1983 16:37,Arrabida,292_82_2_Arrabida,-8,-33,1040,28.9,46.9,45.3,350, ,27.6,22.67,344,1.4176,62.5,29.8,225,1070,4.2221
292,82,Quercus coccifera,2,203,22/07/1983 09:43,Arrabida,292_82_2_Arrabida,-8,-23.2,1040,26.7,56,47.2,350, ,27.3,14.814,340,1.7117,115.5,26.6,236,1380,7.0431
292,82,Quercus coccifera,2,203,22/07/1983 10:58,Arrabida,292_82_2_Arrabida,-8,-23.8,1040,27.1,48,43.9,350, ,28.1,19.627,345,0.525,26.7,27.8,139,1820,3.3164
292,82,Quercus coccifera,2,203,22/07/1983 12:28,Arrabida,292_82_2_Arrabida,-8,-30.2,1040,34.9,34.6,37.4,350, ,31.2,48.917,349,0.6508,13.3,38.9,295,2000,0.2419
292,82,Quercus coccifera,2,203,22/07/1983 13:39,Arrabida,292_82_2_Arrabida,-8,-32.4,1040,33.4,34.9,37.4,350, ,31.2,40.083,349,0.4428,11,35.9,274,2000,0.3835
451,101,Quercus faginea,1,258,15/09/1983 05:47,Arrabida,451_101_1_Arrabida,, ,1040,17.2,42.3,38.8,350, ,17,11.515,350,1.1128,96.6,17.6,355,1,-0.6561
451,101,Quercus faginea,1,258,15/09/1983 18:35,Arrabida,451_101_1_Arrabida,,-37.4,1040,22.3,62.9,62.5,350, ,22.4,10.538,350,-0.0198,-1.9,22.8,414,25,0.0829
451,101,Quercus faginea,1,258,15/09/1983 06:38,Arrabida,451_101_1_Arrabida,,-30.4,1040,17.9,40.3,37.4,350, ,18,12.304,350,0.7256,59,18.2,348,27,-0.1917
451,101,Quercus faginea,1,258,15/09/1983 07:16,Arrabida,451_101_1_Arrabida,,-30.5,1040,18.7,41,39,350, ,18.6,12.922,347,0.4631,35.8,19.1,257,209,1.8665
451,101,Quercus faginea,1,258,15/09/1983 17:58,Arrabida,451_101_1_Arrabida,,-41.2,1040,25.3,55.1,54.6,350, ,25,15.436,345,0.3719,24.1,26,94,471,3.7039
451,101,Quercus faginea,1,258,15/09/1983 10:08,Arrabida,451_101_1_Arrabida,,-39.3,1040,23.8,60.7,59.4,350, ,23.8,12.697,343,0.4119,32.4,24.6,119,698,4.4589
451,101,Quercus faginea,1,258,15/09/1983 17:03,Arrabida,451_101_1_Arrabida,,-45.3,1040,27.9,49.9,50,350, ,26.8,21.668,345,0.6712,31,29.4,147,1242,3.6608
451,101,Quercus faginea,1,258,15/09/1983 08:13,Arrabida,451_101_1_Arrabida,,-33.3,1040,21.7,68.5,67.4,350, ,21.6,9.552,342,0.4825,50.5,22.7,168,1325,5.3793
451,101,Quercus faginea,1,258,15/09/1983 16:07,Arrabida,451_101_1_Arrabida,,-46.2,1040,30.2,43.4,44.2,350, ,29,27.142,348,0.4704,17.3,31.6,229,1459,1.1512
451,101,Quercus faginea,1,258,15/09/1983 15:08,Arrabida,451_101_1_Arrabida,,-46.9,1040,32.9,37.6,38.5,350, ,32.6,35.861,350,0.3891,10.8,34.8,361,1792,-0.2095
451,101,Quercus faginea,1,258,15/09/1983 14:14,Arrabida,451_101_1_Arrabida,,-41.6,1040,35.3,34.2,34.3,350, ,34,42.431,350,0.357,8.4,37.1,338,1797,-0.0608
451,101,Quercus faginea,1,258,15/09/1983 13:05,Arrabida,451_101_1_Arrabida,,-43.8,1040,30.3,43.1,44,350, ,29.2,32.845,350,0.2273,6.9,33.7,336,1852,-0.0158
451,101,Quercus faginea,1,258,15/09/1983 09:09,Arrabida,451_101_1_Arrabida,,-37.9,1040,23.4,64.3,65.2,350, ,22.4,13.201,341,0.6267,47.5,25.2,136,1867,5.9199
451,101,Quercus faginea,1,258,15/09/1983 11:07,Arrabida,451_101_1_Arrabida,,-40.7,1040,27,53.9,55.4,350, ,25.2,18.97,346,0.5908,31.1,28.4,221,1976,2.2755
451,101,Quercus faginea,1,258,15/09/1983 12:08,Arrabida,451_101_1_Arrabida,,-42.2,1040,30,45.8,47.6,350, ,29,26.357,350,0.3478,13.2,31.6,312,2000,0.1907
451,101,Quercus faginea,2,258,15/09/1983 05:50,Arrabida,451_101_2_Arrabida,, ,1040,17.2,44,38.8,350, ,17,11.315,351,1.4993,132.5,17.7,354,1,-0.8432
451,101,Quercus faginea,2,258,15/09/1983 06:41,Arrabida,451_101_2_Arrabida,,-30.4,1040,17.8,41.4,37.8,350, ,18,12.136,350,0.537,44.2,18.2,347,26,-0.0985
451,101,Quercus faginea,2,258,15/09/1983 07:20,Arrabida,451_101_2_Arrabida,,-30.5,1040,19,41,38.6,350, ,18.6,13.165,349,0.4447,33.8,19.4,319,77,0.4836
451,101,Quercus faginea,2,258,15/09/1983 10:13,Arrabida,451_101_2_Arrabida,,-39.4,1040,24.2,58.9,58.8,350, ,24,12.983,346,0.2321,17.9,24.7,160,248,2.0163
451,101,Quercus faginea,2,258,15/09/1983 09:12,Arrabida,451_101_2_Arrabida,,-37.9,1040,23.7,62,64.7,350, ,22.4,12.072,344,0.3269,27.1,24.4,174,314,2.7884
451,101,Quercus faginea,2,258,15/09/1983 12:10,Arrabida,451_101_2_Arrabida,,-42.2,1040,30.4,45,46.8,350, ,29,27.294,348,0.3366,12.3,32,216,314,0.9174
451,101,Quercus faginea,2,258,15/09/1983 08:16,Arrabida,451_101_2_Arrabida,,-33.6,1040,22,65.8,67,350, ,21.8,9.764,346,0.2917,29.9,22.6,242,393,1.8507
451,101,Quercus faginea,2,258,15/09/1983 18:02,Arrabida,451_101_2_Arrabida,,-40.8,1040,25.7,55,55.2,350, ,24.6,16.033,343,0.4152,25.9,26.5,102,436,3.8058
451,101,Quercus faginea,2,258,15/09/1983 17:05,Arrabida,451_101_2_Arrabida,,-45.1,1040,28.6,48.2,50,350, ,26.8,22.488,344,0.6413,28.5,29.8,169,1081,2.9589
451,101,Quercus faginea,2,258,15/09/1983 16:10,Arrabida,451_101_2_Arrabida,,-46.1,1040,30.6,42.3,44.2,350, ,29,28.493,348,0.3906,13.7,32.1,240,1255,0.8145
451,101,Quercus faginea,2,258,15/09/1983 11:09,Arrabida,451_101_2_Arrabida,,-40.8,1040,27.5,52.1,54.4,350, ,25.6,19.277,345,0.3819,19.8,28.5,134,1702,2.5109
451,101,Quercus faginea,2,258,15/09/1983 13:07,Arrabida,451_101_2_Arrabida,,-43.9,1040,30.5,42.8,42.6,350, ,29.6,26.318,349,0.2351,8.9,31.3,228,1702,0.6051
451,101,Quercus faginea,2,258,15/09/1983 15:10,Arrabida,451_101_2_Arrabida,,-46.8,1040,33.7,36.6,37.8,350, ,32.8,42.492,350,0.384,9,37,323,1740,0.0233
451,101,Quercus faginea,2,258,15/09/1983 14:16,Arrabida,451_101_2_Arrabida,,-41.9,1040,35.5,33.9,34,350, ,34.2,40.734,349,0.2394,5.9,36.6,276,1916,0.1962
453,82,Quercus coccifera,1,258,15/09/1983 05:53,Arrabida,453_82_1_Arrabida,, ,1040,17.6,41.6,38.8,350, ,17.2,11.82,351,0.7825,66.2,17.9,368,1,-0.9715
453,82,Quercus coccifera,1,258,15/09/1983 18:40,Arrabida,453_82_1_Arrabida,,-27.7,1040,22.2,63.4,64.2,350, ,22,9.859,351,-0.0511,-5.2,22.4,171,13,-0.5698
453,82,Quercus coccifera,1,258,15/09/1983 06:44,Arrabida,453_82_1_Arrabida,,-21,1040,17.8,41.6,38,350, ,18,11.842,350,0.5042,42.6,18,345,41,-0.0384
453,82,Quercus coccifera,1,258,15/09/1983 07:23,Arrabida,453_82_1_Arrabida,,-21.3,1040,19.1,42,38.4,350, ,18.8,12.624,349,0.8063,63.9,19.2,325,109,0.6865
453,82,Quercus coccifera,1,258,15/09/1983 18:03,Arrabida,453_82_1_Arrabida,,-29.6,1040,26,53.8,55.8,350, ,24.6,16.71,346,0.5746,34.4,26.8,179,371,3.4418
453,82,Quercus coccifera,1,258,15/09/1983 10:17,Arrabida,453_82_1_Arrabida,,-29.5,1040,25.4,57.5,58.3,350, ,24.2,16.766,344,0.787,46.9,27.1,204,475,3.9183
453,82,Quercus coccifera,1,258,15/09/1983 17:07,Arrabida,453_82_1_Arrabida,,-31.8,1040,29.5,46.6,50,350, ,26.8,26.83,345,1.0704,39.9,31.7,182,1213,3.7827
453,82,Quercus coccifera,1,258,15/09/1983 08:18,Arrabida,453_82_1_Arrabida,,-24.3,1040,23,64.4,66.4,350, ,21.8,12.148,344,0.7027,57.8,24.4,210,1356,4.6467
453,82,Quercus coccifera,1,258,15/09/1983 15:12,Arrabida,453_82_1_Arrabida,,-33.8,1040,34.3,36.5,36.4,350, ,33,38.024,348,0.9001,23.7,35.8,258,1572,1.0705
453,82,Quercus coccifera,1,258,15/09/1983 16:13,Arrabida,453_82_1_Arrabida,,-32.8,1040,31.8,41.5,44,350, ,29,30.279,347,1.0448,34.5,33.1,231,1583,2.1975
453,82,Quercus coccifera,1,258,15/09/1983 14:18,Arrabida,453_82_1_Arrabida,,-34,1040,36,33.2,33.8,350, ,34.4,45.339,349,0.5619,12.4,38,261,1748,0.5134
453,82,Quercus coccifera,1,258,15/09/1983 09:13,Arrabida,453_82_1_Arrabida,,-28.3,1040,24.9,60,64.4,350, ,22.6,18.206,344,0.7493,41.2,27.9,162,1776,4.4915
453,82,Quercus coccifera,1,258,15/09/1983 13:09,Arrabida,453_82_1_Arrabida,,-39.3,1040,32.3,39.1,40.8,350, ,30.8,38.21,350,0.27,7.1,35.6,350,1842,-0.0945
453,82,Quercus coccifera,1,258,15/09/1983 11:13,Arrabida,453_82_1_Arrabida,,-31.6,1040,29.9,47.1,52.8,350, ,26.4,29.654,347,0.6446,21.7,33,198,1891,1.8499
453,82,Quercus coccifera,1,258,15/09/1983 12:12,Arrabida,453_82_1_Arrabida,,-34.9,1040,32.5,41.6,45,350, ,30,34.063,350,0.4348,12.8,34.7,316,1923,0.1256
453,82,Quercus coccifera,2,258,15/09/1983 05:56,Arrabida,453_82_2_Arrabida,, ,1040,17.7,45.6,38.7,350, ,17.2,11.105,351,1.6918,152.3,18,357,1,-1.1288
453,82,Quercus coccifera,2,258,15/09/1983 18:43,Arrabida,453_82_2_Arrabida,,-27.7,1040,22.2,64.5,64.6,350, ,22,9.895,351,0.0367,3.7,22.6,531,8,-0.4354
453,82,Quercus coccifera,2,258,15/09/1983 06:47,Arrabida,453_82_2_Arrabida,,-21,1040,17.8,45.7,38.4,350, ,18,11.283,350,1.0028,88.9,18.2,349,21,-0.3073
453,82,Quercus coccifera,2,258,15/09/1983 07:27,Arrabida,453_82_2_Arrabida,,-21.3,1040,19.1,43.6,38.2,350, ,19.2,12.551,349,0.7037,56.1,19.4,334,58,0.2786
453,82,Quercus coccifera,2,258,15/09/1983 18:07,Arrabida,453_82_2_Arrabida,,-29.6,1040,26,53.5,56.5,350, ,24.4,16.009,349,0.2531,15.8,26.4,275,60,0.6524
453,82,Quercus coccifera,2,258,15/09/1983 08:22,Arrabida,453_82_2_Arrabida,,-24.3,1040,23.2,65,65.4,350, ,22,10.542,344,0.5516,52.3,23.7,253,59,2.8164
453,82,Quercus coccifera,2,258,15/09/1983 09:11,Arrabida,453_82_2_Arrabida,,-28.3,1040,25,61.5,65,350, ,22.4,13.574,340,0.6687,49.3,25.9,186,319,4.5546
453,82,Quercus coccifera,2,258,15/09/1983 10:27,Arrabida,453_82_2_Arrabida,,-29.5,1040,26.3,57.7,57,350, ,24.6,15.705,338,0.8122,51.7,27.1,172,869,5.1716
453,82,Quercus coccifera,2,258,15/09/1983 17:10,Arrabida,453_82_2_Arrabida,,-31.8,1040,30,47.5,48.8,350, ,26.8,24.386,345,0.7428,30.5,31.1,203,909,2.4856
453,82,Quercus coccifera,2,258,15/09/1983 16:15,Arrabida,453_82_2_Arrabida,,-32.8,1040,32.6,43.7,44,350, ,29.1,30.889,343,1.2747,41.3,34,206,1335,3.1927
453,82,Quercus coccifera,2,258,15/09/1983 14:21,Arrabida,453_82_2_Arrabida,,-34,1040,36.8,37.7,33.6,350, ,34.8,46.067,344,1.4713,31.9,39.2,202,1550,2.4237
453,82,Quercus coccifera,2,258,15/09/1983 15:14,Arrabida,453_82_2_Arrabida,,-33.8,1040,35,39.2,35.7,350, ,33.8,38.678,344,1.3412,34.7,36.7,210,1585,2.5338
453,82,Quercus coccifera,2,258,15/09/1983 11:14,Arrabida,453_82_2_Arrabida,,-31.6,1040,31.1,48.8,53,350, ,26.6,30.349,342,1.1135,36.7,34,179,1593,3.4518
453,82,Quercus coccifera,2,258,15/09/1983 13:13,Arrabida,453_82_2_Arrabida,,-39.3,1040,33.2,41,38,350, ,32,36.625,346,0.6428,17.6,35.7,202,1660,1.403
453,82,Quercus coccifera,2,258,15/09/1983 12:16,Arrabida,453_82_2_Arrabida,,-34.9,1040,32.9,43.5,43,350, ,31.2,34.504,345,0.754,21.9,35.3,192,1861,1.8927
460,102,Quercus ilex subsp. ballota,1,258,15/09/1983 06:13,Arrabida,460_102_1_Arrabida,,-16.7,1040,18,60.8,38.4,350, ,17.5,7.503,351,2.5075,334.2,17.7,353,3,-1.2478
460,102,Quercus ilex subsp. ballota,1,258,15/09/1983 18:55,Arrabida,460_102_1_Arrabida,,-23.4,1040,21.6,68.4,68.4,350, ,21.3,8.25,350,0.2352,28.5,21.8,362,3,-0.2858
460,102,Quercus ilex subsp. ballota,1,258,15/09/1983 18:20,Arrabida,460_102_1_Arrabida,,-27.3,1040,24.7,57.3,59.4,350, ,23.3,13.306,348,0.3343,25.1,24.9,278,88,0.9896
460,102,Quercus ilex subsp. ballota,1,258,15/09/1983 07:00,Arrabida,460_102_1_Arrabida,,-16.7,1040,18.2,55.2,40,350, ,18.2,9.375,346,1.648,175.8,18.4,330,188,1.1474
460,102,Quercus ilex subsp. ballota,1,258,15/09/1983 10:43,Arrabida,460_102_1_Arrabida,,-28.6,1040,27.4,56.9,55,350, ,25.1,16.378,336,1.4056,85.8,27.9,221,539,5.7578
460,102,Quercus ilex subsp. ballota,1,258,15/09/1983 07:48,Arrabida,460_102_1_Arrabida,,-17,1040,21.4,44.9,36.2,350, ,20.2,14.137,342,1.3922,98.5,21.7,291,844,2.7386
460,102,Quercus ilex subsp. ballota,1,258,15/09/1983 17:26,Arrabida,460_102_1_Arrabida,,-30.7,1040,29.1,49.6,49.4,350, ,26.8,20.931,342,1.0869,51.9,29.6,215,932,3.7948
460,102,Quercus ilex subsp. ballota,1,258,15/09/1983 08:38,Arrabida,460_102_1_Arrabida,,-20,1040,25.9,61.6,61.8,350, ,23,14.477,337,1.3941,96.3,26.9,241,1256,5.3781
460,102,Quercus ilex subsp. ballota,1,258,15/09/1983 16:29,Arrabida,460_102_1_Arrabida,,-32.1,1040,31.9,44.2,43.8,350, ,29.3,28.927,341,1.5902,55,33.1,218,1403,3.8008
460,102,Quercus ilex subsp. ballota,1,258,15/09/1983 15:30,Arrabida,460_102_1_Arrabida,,-32.5,1040,34.7,39.8,36,350, ,32.5,38.054,342,1.7269,45.4,36.5,209,1802,3.2843
460,102,Quercus ilex subsp. ballota,1,258,15/09/1983 09:31,Arrabida,460_102_1_Arrabida,,-25.2,1040,28.6,60.4,60.2,350, ,23.7,18.308,331,2.2483,122.8,30,221,1854,7.7668
460,102,Quercus ilex subsp. ballota,1,258,15/09/1983 14:40,Arrabida,460_102_1_Arrabida,,-33.5,1040,34.8,39.2,34.8,350, ,34.2,38.586,340,1.6957,43.9,36.6,185,1892,3.7989
460,102,Quercus ilex subsp. ballota,1,258,15/09/1983 13:33,Arrabida,460_102_1_Arrabida,,-35.7,1040,38,40.5,36.4,350, ,33.3,44.97,339,2.0595,45.8,39.8,178,1982,4.0641
460,102,Quercus ilex subsp. ballota,1,258,15/09/1983 12:37,Arrabida,460_102_1_Arrabida,,-30.1,1040,34.9,43.9,40.2,350, ,31.7,36.235,336,2.5815,71.2,36.7,208,1993,5.0152
460,102,Quercus ilex subsp. ballota,1,258,15/09/1983 11:30,Arrabida,460_102_1_Arrabida,,-28.7,1040,34.8,48.1,47,350, ,29,30.883,334,2.8344,91.8,35.7,217,2000,5.9105
460,102,Quercus ilex subsp. ballota,2,258,15/09/1983 06:15,Arrabida,460_102_2_Arrabida,,-16.7,1040,17.8,55.8,38.2,350, ,17.6,8.773,351,1.6412,187.1,17.8,353,3,-0.8541
460,102,Quercus ilex subsp. ballota,2,258,15/09/1983 07:02,Arrabida,460_102_2_Arrabida,,-16.7,1040,18.2,53.2,40.2,350, ,18.2,9.782,348,1.2056,123.2,18.4,342,29,0.0846
460,102,Quercus ilex subsp. ballota,2,258,15/09/1983 18:23,Arrabida,460_102_2_Arrabida,,-27.3,1040,24.1,57.6,59.8,350, ,23.1,12.928,349,0.1803,13.9,24.4,315,58,0.2399
460,102,Quercus ilex subsp. ballota,2,258,15/09/1983 08:40,Arrabida,460_102_2_Arrabida,,-20,1040,24.7,61.9,61,350, ,23.1,11.367,343,0.634,55.8,24.6,280,106,2.0112
460,102,Quercus ilex subsp. ballota,2,258,15/09/1983 07:52,Arrabida,460_102_2_Arrabida,,-17,1040,21.3,43.8,35.8,350, ,20.4,14.632,340,1.1044,75.5,21.8,272,351,2.8678
460,102,Quercus ilex subsp. ballota,2,258,15/09/1983 09:34,Arrabida,460_102_2_Arrabida,,-25.2,1040,28,61.9,59.4,350, ,23.9,17.838,327,1.8026,101.1,29.7,206,402,7.1488
460,102,Quercus ilex subsp. ballota,2,258,15/09/1983 17:29,Arrabida,460_102_2_Arrabida,,-30.7,1040,28.6,50,49.4,350, ,26.8,21.102,340,0.7962,37.7,29.5,175,765,3.6653
460,102,Quercus ilex subsp. ballota,2,258,15/09/1983 10:47,Arrabida,460_102_2_Arrabida,,-28.6,1040,27,58.2,54.4,350, ,25.2,17.041,333,1.1414,67,28.2,196,1057,5.4047
460,102,Quercus ilex subsp. ballota,2,258,15/09/1983 16:31,Arrabida,460_102_2_Arrabida,,-32.1,1040,31.9,45.6,43.8,350, ,29.3,29.117,338,1.3617,46.8,33.4,187,1329,4.0431
460,102,Quercus ilex subsp. ballota,2,258,15/09/1983 13:36,Arrabida,460_102_2_Arrabida,,-35.7,1040,35.3,40,36.4,350, ,33.2,40.211,337,1.6044,39.9,37.4,175,1723,3.6327
460,102,Quercus ilex subsp. ballota,2,258,15/09/1983 11:33,Arrabida,460_102_2_Arrabida,,-28.7,1040,34,51.5,46.2,350, ,29.4,31.839,329,2.2654,71.2,36.2,182,1798,5.9512
460,102,Quercus ilex subsp. ballota,2,258,15/09/1983 15:33,Arrabida,460_102_2_Arrabida,,-32.5,1040,34.7,41.4,36.6,350, ,32,35.903,338,1.5753,43.9,36.1,184,1854,3.8186
460,102,Quercus ilex subsp. ballota,2,258,15/09/1983 14:43,Arrabida,460_102_2_Arrabida,,-33.5,1040,34.2,41.4,36.4,350, ,34,37.155,336,1.4775,39.8,36.3,166,1888,3.8614
460,102,Quercus ilex subsp. ballota,2,258,15/09/1983 12:38,Arrabida,460_102_2_Arrabida,,-30.1,1040,35.2,46.1,40.4,350, ,31.6,36.616,331,2.0595,56.2,37.3,165,2000,5.3307
600,82,Quercus coccifera,1,89,29/03/1984 09:25,Meister,600_82_1_Meister,,,1015,14.9,69.8,75.6,350, ,12.3,5.546,346,0.3216,58,15.3,207,150,4.9724
600,82,Quercus coccifera,1,89,29/03/1984 15:45,Meister,600_82_1_Meister,,,1015,16.3,72.4,71.8,350, ,16.3,5.341,348,0.19,35.6,16.5,224,150,2.7146
600,82,Quercus coccifera,1,89,29/03/1984 11:00,Meister,600_82_1_Meister,,,1015,16.8,63.3,60,350, ,17.5,7.746,346,0.4759,61.4,17.4,221,350,4.6891
600,82,Quercus coccifera,1,89,29/03/1984 14:43,Meister,600_82_1_Meister,,,1015,21,57.8,64.3,350, ,18.3,11.246,344,1.0374,92.2,21.5,208,540,7.5748
600,82,Quercus coccifera,1,89,29/03/1984 11:08,Meister,600_82_1_Meister,,,1015,17.5,64.4,63.8,350, ,16.7,8.135,344,0.6832,84,18.3,189,550,7.9971
600,82,Quercus coccifera,1,89,29/03/1984 13:20,Meister,600_82_1_Meister,,,1015,21.6,54.5,63.8,350, ,17.5,12.352,344,1.5696,127.1,22,238,900,7.9986
601,82,Quercus coccifera,1,89,29/03/1984 15:50,Meister,601_82_1_Meister,,,1015,16.4,73.1,71.8,350, ,16.3,5.607,345,0.2579,46,16.9,227,160,3.3109
601,82,Quercus coccifera,1,88,29/03/1984 11:10,Meister,601_82_1_Meister,,,1015,17.4,66.1,60,350, ,17.5,7.617,334,0.595,78.1,18.1,155,198,8.592
601,82,Quercus coccifera,1,89,29/03/1984 09:42,Meister,601_82_1_Meister,,,1015,15.8,76.2,75.6,350, ,15.1,4.844,340,0.5099,105.3,16.3,246,213,6.0117
601,82,Quercus coccifera,1,89,29/03/1984 14:53,Meister,601_82_1_Meister,,,1015,20.1,65.4,64.3,350, ,18.3,9.009,331,1.2486,138.6,20.7,224,530,8.9222
601,82,Quercus coccifera,1,89,29/03/1984 11:12,Meister,601_82_1_Meister,,,1015,17.5,66.4,60,350, ,17.5,7.868,332,0.6567,83.5,18.4,156,700,9.0662
601,82,Quercus coccifera,1,89,29/03/1984 12:20,Meister,601_82_1_Meister,,,1015,18.2,66.9,60.7,350, ,17.8,7.974,333,0.7812,98,19,170,715,9.7908
601,82,Quercus coccifera,1,89,29/03/1984 13:28,Meister,601_82_1_Meister,,,1015,21.8,64,63.8,350, ,17.5,13.458,333,2.1088,156.7,24.2,228,1600,9.6288
602,82,Quercus coccifera,1,89,29/03/1984 09:30,Meister,602_82_1_Meister,,,1015,15.2,68.3,75.6,350, ,12.8,6.025,347,0.2176,36.1,15.7,228,82,2.6139
602,82,Quercus coccifera,1,89,29/03/1984 16:48,Meister,602_82_1_Meister,,,1015,16.4,72.7,71.8,350, ,16.3,5.804,348,0.2227,38.4,17,275,85,1.6845
602,82,Quercus coccifera,1,89,29/03/1984 11:05,Meister,602_82_1_Meister,,,1015,16.9,62.9,60,350, ,17.5,7.745,346,0.2778,35.9,17.4,223,142,2.6923
602,82,Quercus coccifera,1,89,29/03/1984 12:16,Meister,602_82_1_Meister,,,1015,17.8,62.7,60.7,350, ,17.8,8.768,345,0.3604,41.1,18.7,184,165,4.0413
602,82,Quercus coccifera,1,89,29/03/1984 14:48,Meister,602_82_1_Meister,,,1015,20.4,59.9,64.3,350, ,18.3,10.491,343,0.5316,50.7,21,195,280,4.539
602,82,Quercus coccifera,1,89,29/03/1984 13:24,Meister,602_82_1_Meister,,,1015,21,55.4,63.8,350, ,17.5,11.842,346,0.6694,56.5,21.5,241,600,3.495
603,82,Quercus coccifera,1,89,29/03/1984 15:43,Meister,603_82_1_Meister,,,1015,16.4,72.6,71.8,350, ,16.3,5.579,348,0.3307,59.3,16.8,265,110,2.9904
603,82,Quercus coccifera,1,89,29/03/1984 09:18,Meister,603_82_1_Meister,,,1015,14.4,72.1,75.6,350, ,12.8,4.995,348,0.5099,102.1,14.8,306,111,2.5361
603,82,Quercus coccifera,1,89,29/03/1984 11:57,Meister,603_82_1_Meister,,,1015,16,67.6,63.8,350, ,16.7,7.07,347,0.7239,102.4,17,277,220,4.253
